logical_path,current_git,01-NUR-INTEGRATION-20260722,02-NUR-WT-BACKEND,03-NUR-G10-G15,04-NUR-FABLE-ROOT,05-NUR-FABLE-CONTROL-MATRIX,06-NUR-LIVE-TALK-PROOF,07-NUR-DEMO-TALK-FIXED,08-NUR-DEMO-COUSIN,09-NUR-OLDER-LOCAL,10-NUR-DOWNLOADS-SOURCE,n_snapshots,n_distinct_versions,verdict
infra/scripts/live-talk-two-turn-proof.mjs,5389e90124e9,-,-,-,-,-,5389e90124e9,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
infra/scripts/logs-nur.sh,8f501f83fa1e,8f501f83fa1e,8f501f83fa1e,8f501f83fa1e,8f501f83fa1e,8f501f83fa1e,8f501f83fa1e,8f501f83fa1e,8f501f83fa1e,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/open-nur.sh,01794e8b7882,01794e8b7882,01794e8b7882,01794e8b7882,01794e8b7882,01794e8b7882,01794e8b7882,01794e8b7882,01794e8b7882,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/openai-smoke-local.sh,f11fde7a39f7,f11fde7a39f7,f11fde7a39f7,16ee64946df6,16ee64946df6,f11fde7a39f7,f11fde7a39f7,f11fde7a39f7,f11fde7a39f7,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
infra/scripts/openai-ui-smoke.mjs,f9eb745a5f9b,1d6233b2281e,1d6233b2281e,1d6233b2281e,1d6233b2281e,1d6233b2281e,f9eb745a5f9b,1d6233b2281e,1d6233b2281e,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
infra/scripts/package-bootable.sh,64e06f1d2bad,64e06f1d2bad,92d16aa0c821,92d16aa0c821,92d16aa0c821,64e06f1d2bad,64e06f1d2bad,92d16aa0c821,92d16aa0c821,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
infra/scripts/presentation-recovery.sh,8a6b29633458,8a6b29633458,8a6b29633458,8a6b29633458,8a6b29633458,8a6b29633458,8a6b29633458,8a6b29633458,8a6b29633458,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/release-gate.sh,9b63acbcb0d2,9b63acbcb0d2,-,-,-,9b63acbcb0d2,9b63acbcb0d2,-,-,-,-,3,1,IDENTICAL_EVERYWHERE
infra/scripts/release-naming-scan.sh,c493452e006b,c493452e006b,-,-,-,c493452e006b,c493452e006b,-,-,-,-,3,1,IDENTICAL_EVERYWHERE
infra/scripts/run-webkit-proof.sh,604c8e718650,604c8e718650,604c8e718650,604c8e718650,604c8e718650,604c8e718650,604c8e718650,604c8e718650,604c8e718650,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/secret-scan.sh,ac5212d99083,ac5212d99083,ac5212d99083,ac5212d99083,ac5212d99083,ac5212d99083,ac5212d99083,ac5212d99083,ac5212d99083,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/seed-commercial-beta-demo.sh,6a8321bd61b8,6a8321bd61b8,6a8321bd61b8,6a8321bd61b8,6a8321bd61b8,6a8321bd61b8,6a8321bd61b8,6a8321bd61b8,6a8321bd61b8,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/seed-demo-nur.sh,5887908352f7,5887908352f7,50c08d074d96,50c08d074d96,50c08d074d96,5887908352f7,5887908352f7,15b3ed0555c4,50c08d074d96,-,-,8,3,CURRENT_MATCHES_SOME_ARCHIVE
infra/scripts/seed-demo-nur.sh.before-consultation-fix,ABSENT,-,-,-,-,-,-,15b3ed0555c4,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
infra/scripts/start-nur.sh,848290e667c2,848290e667c2,848290e667c2,6aa83662c577,6aa83662c577,848290e667c2,848290e667c2,848290e667c2,848290e667c2,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
infra/scripts/status-nur.sh,9a1cf88dbdd6,9a1cf88dbdd6,9a1cf88dbdd6,9a1cf88dbdd6,9a1cf88dbdd6,9a1cf88dbdd6,9a1cf88dbdd6,9a1cf88dbdd6,9a1cf88dbdd6,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/stop-nur.sh,928e594c0b01,928e594c0b01,928e594c0b01,928e594c0b01,928e594c0b01,928e594c0b01,928e594c0b01,928e594c0b01,928e594c0b01,-,-,8,1,IDENTICAL_EVERYWHERE
infra/scripts/validate-openai-local.sh,222fa4a1ad9b,222fa4a1ad9b,65b6d4280541,-,-,222fa4a1ad9b,222fa4a1ad9b,65b6d4280541,65b6d4280541,-,-,6,2,CURRENT_MATCHES_SOME_ARCHIVE
infra/tests/boot-openai-contract.test.sh,7fa98cd0a2bc,7fa98cd0a2bc,7fa98cd0a2bc,-,-,7fa98cd0a2bc,7fa98cd0a2bc,7fa98cd0a2bc,7fa98cd0a2bc,-,-,6,1,IDENTICAL_EVERYWHERE
infra/tests/configure-openai-local.test.sh,c8cd47683310,c8cd47683310,c8cd47683310,-,-,c8cd47683310,c8cd47683310,c8cd47683310,c8cd47683310,-,-,6,1,IDENTICAL_EVERYWHERE
infra/tests/validate-openai-local.test.sh,01d88096ebef,01d88096ebef,01d88096ebef,-,-,01d88096ebef,01d88096ebef,01d88096ebef,01d88096ebef,-,-,6,1,IDENTICAL_EVERYWHERE
package-lock.json,c2e1975f64a8,c2e1975f64a8,c2e1975f64a8,c2e1975f64a8,c2e1975f64a8,c2e1975f64a8,c2e1975f64a8,c2e1975f64a8,c2e1975f64a8,-,-,8,1,IDENTICAL_EVERYWHERE
package.json,28abf93a76c7,28abf93a76c7,4aa7bd9d5731,4aa7bd9d5731,4aa7bd9d5731,28abf93a76c7,6aa4af461598,4aa7bd9d5731,4aa7bd9d5731,-,-,8,3,CURRENT_MATCHES_SOME_ARCHIVE
packages/contracts/README.md,ABSENT,-,-,-,-,-,-,-,-,f6aeff263da8,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
packages/contracts/chat.ts,ABSENT,-,-,-,-,-,-,-,-,f559e361a47a,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
packages/evals/nur_core_cases.json,ABSENT,-,-,-,-,-,-,-,-,e3440530cbf8,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
packages/prompts/README.md,ABSENT,-,-,-,-,-,-,-,-,c017d34adb06,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
packages/shared-types/package.json,1da3c96e1a22,1da3c96e1a22,1da3c96e1a22,1da3c96e1a22,1da3c96e1a22,1da3c96e1a22,1da3c96e1a22,1da3c96e1a22,1da3c96e1a22,-,-,8,1,IDENTICAL_EVERYWHERE
packages/shared-types/src/index.ts,9f5f700b617b,9f5f700b617b,9f5f700b617b,9f5f700b617b,9f5f700b617b,9f5f700b617b,9f5f700b617b,9f5f700b617b,9f5f700b617b,-,-,8,1,IDENTICAL_EVERYWHERE
packages/shared-types/tsconfig.json,c9dd37c799d5,c9dd37c799d5,c9dd37c799d5,c9dd37c799d5,c9dd37c799d5,c9dd37c799d5,c9dd37c799d5,c9dd37c799d5,c9dd37c799d5,-,-,8,1,IDENTICAL_EVERYWHERE
proof/100-delta/capsule-room-active-top-card-readability-1280x720.png,ABSENT,ad48101bf55a,-,-,6af4250d5162,5263a44e6e0b,-,-,-,-,-,3,3,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-capsule-1280x720.png,ABSENT,7203e9a07735,-,-,28b2adc240f1,01997563926a,-,-,-,-,-,3,3,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-capsule-mobile-393x852.png,ABSENT,f0bc718b842e,-,-,-,80edf7c58f8c,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-share-orbit-1280x720.png,ABSENT,a59a0cb48e1b,-,-,be5e98eaecd0,6cb70e53089b,-,-,-,-,-,3,3,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-share-orbit-chromium-mobile-393x852.png,ABSENT,157726409044,-,-,-,1fbf884fba4a,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-share-orbit-full-modal-top-1280x720.png,ABSENT,703ab134456b,-,-,d020f790b577,96c3802bc7bc,-,-,-,-,-,3,3,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-share-orbit-full-modal-top-mobile-393x852.png,ABSENT,a92d87848c3e,-,-,-,91174e9368be,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-share-orbit-mobile-393x852.png,ABSENT,26422dc53b53,-,-,-,e750ae6d3acf,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-systems-1280x720.png,ABSENT,941f42dcc048,-,-,348f5e6e9b52,23964236ce40,-,-,-,-,-,3,3,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-systems-mobile-393x852.png,ABSENT,0c1badcec5a3,-,-,-,5a46d929d22f,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-talk-1280x720.png,ABSENT,1b52f378c5db,-,-,f587c9fda39a,14fd6fdb5c98,-,-,-,-,-,3,3,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-talk-chromium-mobile-393x852.png,ABSENT,77e8c7097953,-,-,-,fb234db07018,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/rtl-talk-mobile-393x852.png,ABSENT,6844cf4e488f,-,-,-,d6c2a069a8de,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/systems-1280-label-breathing.png,ABSENT,59ab62d5d457,-,-,d476d02090df,448c8ac89dbe,-,-,-,-,-,3,3,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/systems-chromium-mobile-393x852.png,ABSENT,ab7cf6c1393e,-,-,-,bdd48aec8ca8,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/systems-mobile-clean-393x852.png,ABSENT,2de0377033fe,-,-,-,fb0a88df77f0,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/systems-mobile-clean-430x932.png,ABSENT,5cafe933ad74,-,-,-,e1559c75382f,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/systems-overlap-proof-1280x720.png,ABSENT,842bfd5679e7,-,-,a94d03728cf9,4a6a1d7b3565,-,-,-,-,-,3,3,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/systems-overlap-proof-1440x900.png,ABSENT,388b586d7cbd,-,-,0af9fa8cf175,d768d1d5f4bd,-,-,-,-,-,3,3,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/systems-overlap-proof-393x852.png,ABSENT,a3118ed51a23,-,-,-,f7db7b14e8b0,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100-delta/systems-overlap-proof-430x932.png,ABSENT,47347fd60e21,-,-,-,8f0ae4f8f068,-,-,-,-,-,2,2,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/100/talk-disabled-provider-browser.png,ABSENT,18f5f3dead0f,-,-,1acacafc2216,df709611a766,-,-,-,-,-,3,3,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/fresh-signup/fresh-user-auto-entry.png,ABSENT,-,-,-,7b901c8aaf30,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/fresh-signup/fresh-user-session-after-refresh.png,ABSENT,-,-,-,e803a2851c5d,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/fresh-signup/registration-rate-limit-visible.png,ABSENT,-,-,-,ec986b2872b9,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/live-talk-two-turn/talk-two-turns-after-reload.png,ABSENT,-,-,-,-,-,ae4b7a7de463,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/live-talk-two-turn/talk-two-turns-live.png,ABSENT,-,-,-,-,-,d0fe677b3301,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/openai-live/settings-openai-configured.png,ABSENT,-,-,-,-,-,42e1bc90067a,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/openai-live/talk-openai-after-refresh.png,ABSENT,-,-,-,-,-,25b2ec382c38,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/openai-live/talk-openai-real-response.png,ABSENT,-,-,-,-,-,a1224aa36b6a,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/presentation-auth-recovery/demo-logout-returned-to-landing.png,ABSENT,-,-,-,7d3079bccb06,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/presentation-auth-recovery/demo-session-after-refresh.png,ABSENT,-,-,-,cb1abd81174d,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/presentation-auth-recovery/demo-signin-authenticated.png,ABSENT,-,-,-,8a732967bafc,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/presentation-auth-recovery/startup-session-failure-visible.png,ABSENT,-,-,-,5b6b424d0e66,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-living-v197/00g-v197-bodoni-holographic-rainbow-wordmark.png,9a5e343ffd3d,9a5e343ffd3d,9a5e343ffd3d,9a5e343ffd3d,9a5e343ffd3d,9a5e343ffd3d,9a5e343ffd3d,9a5e343ffd3d,9a5e343ffd3d,-,-,8,1,IDENTICAL_EVERYWHERE
proof/sol-living-v197/00h-v197-dark-glass-language-dropdown.png,ABSENT,-,-,-,a6c4fa625dd1,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-living-v197/01-systems-real-owner-ledger.png,ABSENT,-,-,-,f6a96dc5c2eb,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-living-v197/02-today-calculated-body-mind-life.png,ABSENT,-,-,-,50a7e664b33b,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-living-v197/03-today-returned-action-glow.png,ABSENT,-,-,-,cc74bf7fcdfa,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-living-v197/04-map-derived-graph-and-paths.png,ABSENT,-,-,-,45b5d4fdce97,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-v197-adjuncts/chromium-desktop-am-project-evidence-gate.png,ABSENT,-,-,-,810cb9f738f7,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-v197-adjuncts/chromium-desktop-capsule-active-answer.png,ABSENT,-,-,-,22ae6909fb6c,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-v197-adjuncts/chromium-desktop-community-thread.png,ABSENT,-,-,-,5c964b6b57a7,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-v197-adjuncts/chromium-desktop-consultation-gather.png,ABSENT,-,-,-,986a5aa6f5d6,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-v197-adjuncts/chromium-desktop-notifications-owner-ledger.png,ABSENT,-,-,-,2c330a252e0f,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-v197-adjuncts/chromium-desktop-omega-dashboard.png,ABSENT,-,-,-,2d1649ee1f6c,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-v197-adjuncts/chromium-desktop-omega-why-changed.png,ABSENT,-,-,-,347f969d48f1,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/sol-v197-adjuncts/chromium-desktop-settings-v197-native.png,ABSENT,-,-,-,1e56236e0f42,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/track-a/01-v197-landing.png,ABSENT,-,-,-,3c7218cca928,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/track-a/02-v197-real-signup.png,ABSENT,-,-,-,5f302822ea30,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/track-a/03-v197-seven-persisted-systems.png,ABSENT,-,-,-,fe61971af9b3,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/track-a/03b-v197-overlap-free-map-1280.png,ABSENT,-,-,-,b0d4e3549fab,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/track-a/04-v197-real-insights-lens.png,ABSENT,-,-,-,1b40769f5b82,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/track-a/05-v197-korean-language.png,ABSENT,-,-,-,e73cd93496c5,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/track-a/06-v197-roman-urdu-ltr.png,ABSENT,-,-,-,b67ef899578d,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/track-a/07-v197-persisted-after-refresh.png,ABSENT,-,-,-,008a00623a70,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/track-a/08-v197-overlap-free-map-1440.png,ABSENT,-,-,-,4c1e9900023b,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/v197-phase1/chromium-desktop-canonical-systems.png,ABSENT,-,-,-,729edcb54b1d,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/v197-phase1/chromium-desktop-routed-geometry.png,ABSENT,-,-,-,f6446688e7bd,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/v5/performance/baseline/chromium-performance-trace.json,ABSENT,-,-,-,1b52ab4547d1,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/v5/performance/baseline/performance-report.json,ABSENT,-,-,-,5d03ff2f7bb0,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/v5/performance/baseline/systems-map.png,ABSENT,-,-,-,ab5a9858b020,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/v5/performance/g04-acceptance/chromium-desktop/acceptance.json,ABSENT,-,-,-,18056abc8ff3,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/v5/performance/g04-acceptance/chromium-desktop/reduced-motion-map.png,ABSENT,-,-,-,b49c1c426099,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/v5/performance/g04-acceptance/chromium-desktop/reduced-motion.json,ABSENT,-,-,-,623ee7ab2897,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
proof/v5/performance/g04-acceptance/chromium-desktop/systems-map.png,ABSENT,-,-,-,5f6ef8ebeff8,-,-,-,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
scripts/check-v197-integrity.ts,acc498f7f98d,acc498f7f98d,acc498f7f98d,acc498f7f98d,acc498f7f98d,acc498f7f98d,acc498f7f98d,acc498f7f98d,acc498f7f98d,-,-,8,1,IDENTICAL_EVERYWHERE
